qid	title	year	reach	score	via
Q1080682	Decalogue II	1988	23	21.90	director:7 cinematographer:1 editor:2 composer:6 screenwriter:7 cast:4
Q3748858	Fortunella	1958	25	21.85	cinematographer:1 editor:4 composer:10 screenwriter:10 cast:1
Q1044883	The Outrage	1964	24	21.85	cinematographer:1 editor:1 composer:1 screenwriter:21 cast:1
Q15146380	Unbroken	2014	23	21.85	cinematographer:10 editor:1 composer:1 screenwriter:11 cast:1
Q1091234	The Palermo Connection	1990	25	21.80	cinematographer:2 editor:4 composer:9 screenwriter:10
Q694651	Lisbon Story	1994	23	21.75	director:8 editor:8 screenwriter:7 cast:1
Q2223821	Wheel of Time	2003	22	21.75	director:10 cinematographer:2 screenwriter:10 cast:3
Q21816277	Lo & Behold, Reveries of the Connected World	2016	22	21.75	director:10 cinematographer:2 screenwriter:10 cast:3
Q1962376	Despair	1978	21	21.70	director:5 cinematographer:8 editor:2 composer:5 screenwriter:1 cast:8
Q1080602	Decalogue III	1988	23	21.65	director:7 cinematographer:1 editor:2 composer:6 screenwriter:7 cast:3
Q1183564	Decalogue VI	1988	23	21.65	director:7 cinematographer:1 editor:2 composer:6 screenwriter:7 cast:3
Q628664	The Magnificent Ambersons	1942	23	21.65	director:3 cinematographer:7 editor:1 composer:8 screenwriter:4 cast:3
Q261546	Fahrenheit 451	1966	24	21.60	director:6 cinematographer:2 editor:1 composer:8 screenwriter:7
Q117085614	One Battle After Another	2025	23	21.60	director:8 cinematographer:1 editor:1 composer:5 screenwriter:8 cast:2
Q823767	Rio das Mortes	1970	22	21.55	director:5 editor:5 composer:5 screenwriter:7 cast:7
Q5652974	Happy People: A Year in the Taiga	2010	22	21.55	director:10 editor:2 screenwriter:10 cast:3
Q18395	Variety Lights	1950	22	21.50	director:8 cinematographer:4 screenwriter:10 cast:2
Q2637288	Those Who Make Tomorrow	1946	19	21.50	director:18 cinematographer:1 cast:10
Q1754723	The Confession	1970	19	21.50	director:1 cinematographer:11 editor:3 composer:3 screenwriter:1 cast:14
Q2550255	The Seven Deadly Sins	1962	18	21.50	director:10 cinematographer:8 cast:14
Q2222439	Story of a Love Affair	1950	23	21.35	director:7 editor:6 composer:3 screenwriter:7 cast:1
Q2296139	First Name: Carmen	1983	21	21.35	director:8 cinematographer:11 composer:2 cast:3
Q502091	Saboteur	1942	22	21.35	director:15 cinematographer:2 composer:4 screenwriter:1 cast:1
Q1170179	Lifeboat	1944	22	21.30	director:15 editor:2 screenwriter:5
Q711170	The Puppetmaster	1993	22	21.20	director:5 cinematographer:5 editor:6 composer:1 screenwriter:5 cast:2
Q1080638	Decalogue VII	1988	22	21.15	director:7 editor:2 composer:6 screenwriter:7 cast:5
Q1080701	Decalogue X	1989	22	21.15	director:7 editor:2 composer:6 screenwriter:7 cast:5
Q1509470	Suspicion	1941	22	21.10	director:15 cinematographer:1 composer:3 screenwriter:3
Q18441	Intervista	1987	22	21.05	director:8 cinematographer:2 editor:3 screenwriter:9 cast:1
Q18442	The Voice of the Moon	1990	22	21.05	director:8 cinematographer:2 editor:3 screenwriter:9 cast:1
Q2521659	Lola	1961	22	21.00	director:2 cinematographer:11 editor:1 composer:6 screenwriter:2 cast:2
Q506580	Dark Star	1974	23	20.90	director:8 cinematographer:1 composer:7 screenwriter:7
Q1080648	Decalogue VIII	1988	22	20.90	director:7 editor:2 composer:6 screenwriter:7 cast:4
Q221587	Frenzy	1972	21	20.90	director:15 cinematographer:5 screenwriter:1
Q17056634	Vendetta for a Samurai	1952	19	20.85	screenwriter:19 cast:15
Q129906152	No Other Choice	2025	23	20.80	director:6 editor:6 composer:5 screenwriter:6
Q847599	The Last Waltz	1978	21	20.80	director:11 cinematographer:8 screenwriter:2
Q23707679	Voyage of Time	2016	23	20.75	director:7 composer:9 screenwriter:7 cast:1
Q1431684	What Planet Are You From?	2000	23	20.65	director:1 cinematographer:8 editor:2 composer:12 cast:1
Q129044	Max, Mon Amour	1986	20	20.65	director:3 cinematographer:11 editor:1 screenwriter:5 cast:5
Q12130601	Song to Song	2017	21	20.55	director:7 cinematographer:7 screenwriter:7 cast:1
Q2789885	The Niklashausen Journey	1970	20	20.50	director:5 editor:5 composer:5 screenwriter:5 cast:10
Q777629	Presumed Innocent	1990	23	20.45	director:3 cinematographer:5 editor:1 composer:13 screenwriter:1 cast:1
Q3745755	Until the Day We Meet Again	1932	21	20.45	director:11 cinematographer:2 screenwriter:8 cast:1
Q575998	Decalogue I	1988	22	20.40	director:7 editor:2 composer:6 screenwriter:7 cast:2
Q473359	Martha	1974	19	20.40	director:5 cinematographer:8 screenwriter:6 cast:8
Q601013	Prince of Darkness	1987	22	20.35	director:8 cinematographer:2 editor:1 composer:7 screenwriter:4 cast:1
Q3787192	How Much Wood Would a Woodchuck Chuck	1976	21	20.30	director:10 cinematographer:4 editor:7
Q5575661	God's Angry Man	1981	21	20.30	director:10 cinematographer:4 editor:7
Q556967	Chaplin	1992	21	20.25	cinematographer:13 editor:2 composer:2 screenwriter:4 cast:1
Q1122571	The Unbearable Lightness of Being	1988	18	20.25	cinematographer:13 editor:1 screenwriter:4 cast:11
Q908628	Ocean Heaven	2010	22	20.15	cinematographer:9 composer:13 cast:3
Q3043392	Snow Trail	1947	20	20.15	composer:1 screenwriter:19 cast:9
Q1141727	Rob Roy	1995	22	20.10	cinematographer:10 composer:12 cast:2
Q786222	A Gentle Woman	1969	21	20.05	director:8 cinematographer:3 composer:2 screenwriter:8 cast:1
Q972787	Every Man for Himself	1980	21	20.05	director:8 cinematographer:1 editor:1 screenwriter:11 cast:1
Q5647428	Handicapped Future	1971	20	20.05	director:10 cinematographer:3 editor:7 cast:3
Q5367677	Japan's Longest Day	1967	15	20.05	composer:7 screenwriter:8 cast:29
Q1305672	Such a Gorgeous Kid Like Me	1972	21	20.00	director:6 cinematographer:1 editor:1 composer:6 screenwriter:7 cast:4
Q1117460	The Woman Next Door	1981	21	20.00	director:6 cinematographer:1 editor:1 composer:6 screenwriter:7 cast:4
Q3824288	Sword of Penitence	1927	21	20.00	director:11 screenwriter:10
Q1544085	Something to Talk About	1995	21	20.00	cinematographer:13 composer:7 screenwriter:1 cast:2
Q830191	Gods of the Plague	1969	20	20.00	director:5 editor:5 composer:5 screenwriter:5 cast:8
Q608079	The Castle of Cagliostro	1979	21	19.90	director:10 screenwriter:11
Q956293	Especially on Sunday	1991	22	19.85	cinematographer:2 editor:1 composer:9 screenwriter:10 cast:3
Q3061212	Eva	1948	22	19.80	editor:3 composer:5 screenwriter:14 cast:2
Q1764086	Paisà	1946	21	19.80	director:1 cinematographer:4 editor:6 composer:1 screenwriter:9 cast:2
Q64768559	Family Romance, LLC	2019	21	19.80	director:10 composer:1 screenwriter:10
Q166262	Batman Begins	2005	21	19.80	director:4 cinematographer:2 editor:3 composer:7 screenwriter:5 cast:4
Q189330	The Dark Knight Rises	2012	21	19.80	director:4 cinematographer:2 editor:3 composer:7 screenwriter:5 cast:4
Q23994919	Broker	2022	19	19.75	director:5 cinematographer:5 editor:4 composer:1 screenwriter:4 cast:7
Q3548172	Horse	1940	18	19.75	director:18 cast:7
Q3492144	Nel Segno di Roma	1958	20	19.70	director:7 editor:3 screenwriter:10 cast:4
Q1377566	Visions of Europe	2004	21	19.70	director:4 cinematographer:9 editor:3 composer:5
Q497005	Jamaica Inn	1939	20	19.70	director:15 cinematographer:2 screenwriter:3
Q21935651	Dunkirk	2017	20	19.65	director:4 cinematographer:2 editor:3 composer:7 screenwriter:4 cast:7
Q1198160	The Magic Mountain	1982	19	19.60	cinematographer:8 editor:8 composer:3 cast:8
Q1137213	Runaway Train	1985	22	19.60	composer:2 screenwriter:20
Q114819	Dune	1984	20	19.60	director:9 cinematographer:2 editor:1 screenwriter:8 cast:2
Q2607490	No End	1985	20	19.60	director:7 composer:6 screenwriter:7 cast:6
Q558280	The Third Generation	1979	18	19.55	director:5 cinematographer:1 editor:2 composer:5 screenwriter:5 cast:13
Q163872	The Dark Knight	2008	21	19.55	director:4 cinematographer:2 editor:3 composer:7 screenwriter:5 cast:3
Q916078	Blackmail	1929	20	19.50	director:15 screenwriter:5
Q3065021	Enjō	1958	18	19.50	director:3 cinematographer:6 composer:6 screenwriter:3 cast:12
Q680442	Lovers and Liars	1979	22	19.35	cinematographer:2 editor:4 composer:9 screenwriter:7 cast:1
Q3620669	Apocalypse Now Redux	2001	20	19.30	director:7 cinematographer:3 editor:2 composer:2 screenwriter:6 cast:2
Q677033	Dangerous Moves	1984	18	19.30	cinematographer:11 editor:7 cast:8
Q3208150	Dancing Girl	1951	19	19.25	director:6 composer:7 screenwriter:6 cast:9
Q261700	Ghosts of Mars	2001	21	19.20	director:8 cinematographer:2 composer:7 screenwriter:4
Q221842	Under Capricorn	1949	19	19.15	director:15 cinematographer:3 screenwriter:1 cast:1
Q3790964	I maniaci	1964	21	19.10	cinematographer:1 composer:9 screenwriter:11 cast:4
Q639620	Teen Kanya	1961	19	19.10	director:6 editor:6 composer:1 screenwriter:6 cast:6
Q15052432	Jag Mandir	1991	20	19.00	director:10 screenwriter:10
Q3010510	Goodbye South	1996	20	19.00	director:5 cinematographer:5 composer:5 screenwriter:5 cast:2
Q670964	Kids Return	1996	20	19.00	director:2 cinematographer:1 editor:2 composer:13 screenwriter:2 cast:8
Q961235	Brother	2000	20	19.00	director:2 cinematographer:1 editor:2 composer:13 screenwriter:2 cast:8
Q1724012	Glory to the Filmmaker!	2007	20	19.00	director:2 cinematographer:1 editor:2 composer:13 screenwriter:2 cast:8
Q481467	World on a Wire	1973	18	19.00	director:5 cinematographer:8 screenwriter:5 cast:6
Q510595	Secret Agent	1936	19	18.95	director:15 cinematographer:1 screenwriter:3 cast:1
Q1038530	Air Doll	2009	18	18.95	director:5 cinematographer:5 editor:4 screenwriter:4 cast:7
Q1145732	Sleepers	1996	21	18.90	cinematographer:8 composer:13 cast:2
Q1171341	The Green Room	1978	19	18.85	director:6 cinematographer:4 editor:1 screenwriter:8 cast:3
Q2551779	The Devil Probably	1977	20	18.80	director:8 cinematographer:2 composer:2 screenwriter:8
Q1326026	Tess	1979	20	18.80	director:6 cinematographer:4 editor:2 composer:2 screenwriter:6
Q2712128	Tokyo-Ga	1985	16	18.80	director:8 cinematographer:1 screenwriter:7 cast:14
Q1425639	Last Man Standing	1996	21	18.80	composer:1 screenwriter:20
Q1143329	Male Companion	1964	17	18.80	cinematographer:11 composer:6 cast:12
Q260208	Dolls	2002	20	18.75	director:2 cinematographer:1 editor:2 composer:13 screenwriter:2 cast:7
Q979231	Détective	1985	18	18.75	director:8 cinematographer:1 composer:1 screenwriter:8 cast:7
Q394816	Agnes of God	1985	20	18.70	cinematographer:13 editor:1 composer:6
Q2002001	Obsession	1976	21	18.70	director:1 cinematographer:5 editor:3 composer:8 screenwriter:4
Q500488	Sabotage	1936	19	18.70	director:15 cinematographer:1 screenwriter:3
Q498983	Young and Innocent	1937	19	18.70	director:15 cinematographer:1 screenwriter:3
Q223299	The Color Purple	1985	19	18.70	director:10 cinematographer:1 editor:8 cast:2
Q320574	Abhijan	1962	19	18.60	director:6 editor:6 composer:1 screenwriter:6 cast:4
Q6367390	Kapurush	1965	19	18.60	director:6 editor:6 composer:1 screenwriter:6 cast:4
Q3221967	Flesh Will Surrender	1947	21	18.50	cinematographer:1 composer:10 screenwriter:10 cast:2
Q1573923	Hammett	1982	19	18.45	director:8 editor:2 composer:2 screenwriter:7 cast:3
Q1077152	Viva Maria!	1965	19	18.45	director:1 cinematographer:6 editor:2 composer:6 screenwriter:4 cast:5
Q3227188	Le Silence de la mer	1947	18	18.40	director:6 cinematographer:6 screenwriter:6 cast:4
Q3148513	The Teacher from Vigevano	1963	21	18.40	director:1 cinematographer:4 editor:4 composer:10 screenwriter:2
Q785087	The Witches of Eastwick	1987	21	18.40	director:3 cinematographer:5 composer:13
Q3007798	The Love of the Actress Sumako	1947	16	18.40	director:7 cinematographer:3 screenwriter:6 cast:12
Q626101	Days and Nights in the Forest	1970	19	18.35	director:6 editor:6 composer:1 screenwriter:6 cast:3
Q715026	Distant Thunder	1973	19	18.35	director:6 editor:6 composer:1 screenwriter:6 cast:3
Q22260787	Sonar Kella	1974	19	18.35	director:6 editor:6 composer:1 screenwriter:6 cast:3
Q920218	The Story of Adele H.	1975	19	18.35	director:6 cinematographer:4 editor:1 screenwriter:8 cast:1
Q717168	Joi Baba Felunath	1979	19	18.35	director:6 editor:6 composer:1 screenwriter:6 cast:3
Q717365	Hirak Rajar Deshe	1980	19	18.35	director:6 editor:6 composer:1 screenwriter:6 cast:3
Q717188	The Home and the World	1984	19	18.35	director:6 editor:6 composer:1 screenwriter:6 cast:3
Q1493345	An Enemy of the People	1990	19	18.35	director:6 editor:6 composer:1 screenwriter:6 cast:3
Q717183	Shakha Proshakha	1990	19	18.35	director:6 editor:6 composer:1 screenwriter:6 cast:3
Q2707428	King Lear	1987	18	18.35	director:8 cinematographer:1 editor:1 screenwriter:8 cast:5
Q2354637	A Personal Journey with Martin Scorsese Through American Movies	1995	18	18.35	director:11 composer:2 screenwriter:5 cast:5
Q206388	Once Upon a Time in America	1984	20	18.35	director:3 cinematographer:2 editor:3 composer:9 screenwriter:3 cast:3
Q1157019	A Scene at the Sea	1991	20	18.25	director:2 cinematographer:1 editor:2 composer:13 screenwriter:2 cast:5
Q21088423	Dinner with Friends	2001	19	18.25	cinematographer:10 editor:8 composer:1 cast:1
Q2756585	Sympathy for the Devil	1968	18	18.25	director:8 cinematographer:1 composer:1 screenwriter:8 cast:5
Q929582	Macbeth	1971	19	18.20	director:6 cinematographer:5 editor:2 screenwriter:6
Q852093	The Postmodern Life of My Aunt	2006	20	18.15	cinematographer:7 composer:13 cast:3
Q109228991	Dune: Part Two	2024	19	18.15	director:4 cinematographer:1 editor:4 composer:7 screenwriter:3 cast:5
Q639639	Seemabaddha	1971	19	18.10	director:6 editor:6 composer:1 screenwriter:6 cast:2
Q76582	The Chess Players	1977	19	18.10	director:6 editor:6 composer:1 screenwriter:6 cast:2
Q1330737	Twilight Zone: The Movie	1983	19	18.10	director:13 cinematographer:1 composer:4 screenwriter:1
Q1992724	Keep Your Right Up	1987	17	18.10	director:8 editor:1 screenwriter:8 cast:8
Q181803	Star Wars: Episode VI – Return of the Jedi	1983	21	18.10	editor:5 composer:13 screenwriter:3 cast:2
Q2736887	Chung Kuo, Cina	1972	19	18.00	director:7 cinematographer:2 editor:3 screenwriter:7
Q1192783	Le clan des siciliens	1969	17	18.00	cinematographer:6 composer:9 screenwriter:2 cast:12
Q25600	The American Soldier	1970	18	17.95	director:5 editor:3 composer:5 screenwriter:5 cast:7
Q1195396	The Man Who Loved Women	1977	18	17.95	director:6 cinematographer:4 editor:1 screenwriter:7 cast:3
Q133341572	Wild Horse Nine	2026	20	17.95	director:2 cinematographer:2 editor:2 composer:12 screenwriter:2 cast:3
Q502530	Stage Fright	1950	18	17.95	director:15 screenwriter:3 cast:1
Q10546530	The Dress	1964	19	17.90	cinematographer:13 composer:5 screenwriter:1
Q639420	Chiriyakhana	1967	19	17.85	director:6 editor:6 composer:1 screenwriter:6 cast:1
Q834530	The Fearless Vampire Killers	1967	18	17.85	director:6 cinematographer:1 editor:2 composer:3 screenwriter:6 cast:5
Q1114038	Nouvelle Vague	1990	18	17.85	director:8 cinematographer:1 editor:1 screenwriter:8 cast:3
Q973346	Down the Ancient Staircase	1975	20	17.85	editor:3 composer:9 screenwriter:8 cast:3
Q599423	Love Is Colder Than Death	1969	17	17.80	director:5 editor:2 composer:5 screenwriter:5 cast:10
Q959838	The Scar	1976	17	17.80	director:7 cinematographer:3 screenwriter:7 cast:6
Q2480715	All the Invisible Children	2005	18	17.75	director:12 cinematographer:3 editor:1 composer:2 cast:1
Q24278982	Indiana Jones and the Dial of Destiny	2023	20	17.70	cinematographer:5 composer:13 screenwriter:2 cast:2
Q499031	The Ring	1927	18	17.70	director:15 screenwriter:3
Q1713697	Juno and the Paycock	1929	18	17.70	director:15 screenwriter:3
Q1152044	Murder!	1930	18	17.70	director:15 screenwriter:3
Q865983	The Skin Game	1931	18	17.70	director:15 screenwriter:3
Q1340617	Rich and Strange	1931	18	17.70	director:15 screenwriter:3
Q205694	Number Seventeen	1932	18	17.70	director:15 screenwriter:3
Q1079728	The Blessed Ones	1986	18	17.70	director:15 editor:2 screenwriter:1
Q643811	War and Peace	1956	20	17.65	director:1 cinematographer:3 editor:4 composer:10 screenwriter:2 cast:1
Q1107998	The Man from London	2007	17	17.65	director:4 cinematographer:1 editor:4 composer:4 screenwriter:4 cast:9
Q3472468	Without Pity	1948	20	17.60	cinematographer:1 composer:10 screenwriter:9 cast:2
Q339648	Everybody's Fine	1990	20	17.60	editor:1 composer:9 screenwriter:10 cast:2
Q639611	Mahapurush	1965	19	17.60	director:6 editor:6 composer:1 screenwriter:6
Q639416	Goopy Gyne Bagha Byne	1968	19	17.60	director:6 editor:6 composer:1 screenwriter:6
Q640662	Pratidwandi	1970	19	17.60	director:6 editor:6 composer:1 screenwriter:6
Q1391941	Sikkim	1971	19	17.60	director:6 editor:6 composer:1 screenwriter:6
Q717174	Jana Aranya	1976	19	17.60	director:6 editor:6 composer:1 screenwriter:6
Q1252676	Pikoor Diary	1980	19	17.60	director:6 editor:6 composer:1 screenwriter:6
Q717380	Sadgati	1981	19	17.60	director:6 editor:6 composer:1 screenwriter:6
Q390467	The Stranger	1991	19	17.60	director:6 editor:6 composer:1 screenwriter:6
Q721737	Tales from Earthsea	2006	19	17.60	cinematographer:5 editor:14
Q3039250	Dream Lover	1986	18	17.60	director:3 cinematographer:13 composer:2
Q543382	Why Does Herr R. Run Amok?	1970	17	17.55	director:5 editor:2 composer:5 screenwriter:5 cast:9
Q11579293	Pressure of Guilt	1963	15	17.55	composer:7 screenwriter:8 cast:19
Q3416348	Galileo	1968	19	17.55	cinematographer:1 editor:3 composer:9 screenwriter:6 cast:5
Q1091097	Kikujiro	1999	20	17.50	director:2 cinematographer:1 editor:2 composer:13 screenwriter:2 cast:2
Q2565704	Angels of Sin	1943	18	17.50	director:8 cinematographer:1 composer:1 screenwriter:8 cast:2
Q153677	For a Few Dollars More	1965	18	17.45	director:3 cinematographer:1 editor:1 composer:9 screenwriter:4 cast:7
Q2658283	Four Nights of a Dreamer	1971	18	17.45	director:8 cinematographer:2 screenwriter:8 cast:1
Q5646742	Hana	2006	16	17.45	director:5 cinematographer:3 editor:4 screenwriter:4 cast:9
Q734186	Temptress Moon	1996	17	17.40	director:2 cinematographer:9 composer:5 screenwriter:1 cast:6
Q11149510	I Wish I Knew	2010	17	17.35	director:4 cinematographer:4 composer:5 screenwriter:4 cast:7
Q23932553	Okja	2017	15	17.35	director:5 cinematographer:2 editor:2 composer:1 screenwriter:5 cast:13
Q698237	Lola	1981	17	17.30	director:5 editor:2 composer:5 screenwriter:5 cast:8
Q703188	Veronika Voss	1982	17	17.30	director:5 editor:2 composer:5 screenwriter:5 cast:8
Q1454446	Mary	1931	17	17.30	director:15 screenwriter:2 cast:2
Q3175495	Samurai Assassin	1965	15	17.30	composer:7 screenwriter:8 cast:18
Q1637652	The Sword of Doom	1966	15	17.30	composer:7 screenwriter:8 cast:18
Q1214845	The Milky Way	1969	14	17.30	director:5 cinematographer:2 editor:1 screenwriter:6 cast:16
Q706592	The Cat o' Nine Tails	1971	19	17.25	director:3 editor:3 composer:9 screenwriter:4 cast:3
Q2658078	Les Dames du Bois de Boulogne	1945	18	17.25	director:8 cinematographer:1 composer:1 screenwriter:8 cast:1
Q1632051	Metti una sera a cena	1969	18	17.25	cinematographer:2 editor:3 composer:9 screenwriter:4 cast:7
Q3549482	Untamed	1957	14	17.25	director:6 composer:7 screenwriter:1 cast:19
Q3071965	Daughters, Wives and a Mother	1960	14	17.25	director:6 composer:7 screenwriter:1 cast:19
Q564403	Memories	1995	19	17.20	director:1 editor:14 screenwriter:4
Q3520627	The Dirk Diggler Story	1988	18	17.20	director:8 cinematographer:2 screenwriter:8
Q327027	Pina	2011	18	17.20	director:8 cinematographer:2 editor:1 screenwriter:7
Q30321629	All the Money in the World	2017	19	17.15	director:5 cinematographer:1 composer:13 cast:3
Q202681	Joint Security Area	2000	17	17.15	director:6 composer:5 screenwriter:6 cast:7
Q17056249	Tsubasa no gaika	1942	19	17.10	screenwriter:19
Q7659290	Sword for Hire	1952	19	17.10	screenwriter:19
Q5366998	The Sea Is Watching	2002	19	17.10	screenwriter:19
Q110397	True Lies	1994	18	17.10	director:5 cinematographer:1 editor:5 composer:2 screenwriter:5 cast:2
Q2721711	Tout Va Bien	1972	17	17.10	director:8 editor:1 screenwriter:8 cast:4
Q1243640	King of the Gypsies	1978	17	17.10	cinematographer:13 editor:3 screenwriter:1 cast:2
Q80557	Illustrious Corpses	1976	16	17.10	cinematographer:2 editor:4 screenwriter:10 cast:10
Q567519	Katzelmacher	1969	17	17.05	director:5 editor:2 composer:5 screenwriter:5 cast:7
Q695982	Querelle	1982	17	17.05	director:5 editor:2 composer:5 screenwriter:5 cast:7
Q1818133	Rabindranath Tagore	1961	18	17.05	director:6 editor:6 screenwriter:6 cast:1
Q979196	Psycho	1998	18	17.05	cinematographer:9 composer:8 screenwriter:1 cast:3
Q1056946	Odd Obsession	1959	14	17.05	director:3 cinematographer:6 composer:2 screenwriter:3 cast:15
Q2885006	This Angry Age	1957	19	17.00	cinematographer:4 editor:4 composer:10 screenwriter:1 cast:2
Q1583882	The Assassin	1961	18	17.00	director:1 cinematographer:2 editor:4 screenwriter:11 cast:2
Q3404003	Prisoners	2013	17	17.00	director:4 cinematographer:10 editor:1 composer:2 cast:2
Q570847	Korczak	1990	15	16.95	director:2 cinematographer:7 editor:2 composer:2 screenwriter:2 cast:11
Q102448	Harry Potter and the Prisoner of Azkaban	2004	19	16.90	director:4 cinematographer:2 composer:13 cast:2
Q759462	Starting Over	1979	17	16.90	director:3 cinematographer:13 editor:1
Q2661437	The Witches	1967	18	16.85	director:1 cinematographer:2 editor:2 composer:9 screenwriter:4 cast:5
Q890060	Body Bags	1993	18	16.85	director:9 cinematographer:2 composer:7 cast:1
Q3228039	Wind from the East	1969	17	16.85	director:8 editor:1 screenwriter:8 cast:3
Q654916	Land of Plenty	2004	17	16.85	director:8 cinematographer:1 composer:1 screenwriter:7 cast:3
Q1771288	The River	1984	19	16.80	cinematographer:5 editor:1 composer:13 cast:2
Q506625	The Man Who Knew Too Much	1934	17	16.80	director:15 screenwriter:2
Q570302	Waltzes from Vienna	1934	17	16.80	director:15 screenwriter:2
Q1170077	The Phantom of the Opera	1998	19	16.75	director:3 composer:9 screenwriter:7 cast:1
Q7754131	The Night and the Moment	1995	18	16.75	cinematographer:2 editor:4 composer:9 screenwriter:3 cast:5
Q124697	1900	1976	18	16.70	director:1 cinematographer:3 editor:3 composer:9 screenwriter:2 cast:4
Q3794805	The Mystery of Oberwald	1981	17	16.70	director:7 cinematographer:2 editor:1 screenwriter:7 cast:2
Q3030663	Distance	2001	16	16.70	director:5 cinematographer:3 editor:4 screenwriter:4 cast:6
Q1770299	Arabella	1967	19	16.70	editor:6 composer:9 screenwriter:4 cast:2
Q3815597	Number Two	1975	17	16.70	director:8 cinematographer:1 screenwriter:8 cast:2
Q880426	Black Moon	1975	17	16.70	director:1 cinematographer:13 editor:2 screenwriter:1
Q1061832	Todo modo	1976	17	16.70	director:1 cinematographer:2 editor:4 composer:9 screenwriter:1 cast:8
Q3824523	La supertestimone	1971	17	16.65	cinematographer:2 editor:4 composer:1 screenwriter:10 cast:5
Q59610	Seven Psychopaths	2012	18	16.65	director:2 cinematographer:2 composer:12 screenwriter:2 cast:5
Q3822127	Dragnet Girl	1933	14	16.65	director:11 cinematographer:2 screenwriter:1 cast:11
Q39005	The Pleasure Garden	1925	17	16.60	director:15 composer:2
Q3141131	Notre musique	2004	17	16.60	director:8 editor:1 screenwriter:8 cast:2
Q568123	Dracula	1979	19	16.55	cinematographer:5 composer:13 screenwriter:1 cast:1
Q1215976	Fat Man and Little Boy	1989	18	16.55	cinematographer:5 editor:3 composer:9 screenwriter:1 cast:3
Q622201	Four Flies on Grey Velvet	1971	19	16.50	director:3 editor:3 composer:9 screenwriter:4
Q850312	Halloween II	1981	18	16.50	cinematographer:5 editor:2 composer:7 screenwriter:4 cast:2
Q275432	Rango	2011	18	16.50	cinematographer:10 composer:7 screenwriter:1
Q36739	The Postman Always Rings Twice	1981	17	16.50	director:1 cinematographer:13 editor:1 composer:2
Q1756698	The Last Run	1971	17	16.45	cinematographer:13 composer:4 cast:1
Q11488259	Machibuse	1970	17	16.45	cinematographer:1 composer:7 screenwriter:9 cast:7
Q3561887	Vladimir and Rosa	1977	16	16.45	director:8 screenwriter:8 cast:5
Q6108452	JLG/JLG – Self-Portrait in December	1995	16	16.45	director:8 screenwriter:8 cast:5
Q107610545	Showing Up	2022	16	16.45	director:5 cinematographer:3 editor:3 screenwriter:5 cast:5
Q957067	Nadine	1987	19	16.40	cinematographer:4 editor:3 composer:11 screenwriter:1
Q785351	The Rainmaker	1997	17	16.40	director:7 cinematographer:1 editor:2 composer:2 screenwriter:5 cast:2
Q7767323	The Sun Also Rises	2007	19	16.40	director:1 cinematographer:5 composer:13
Q656209	The House on Carroll Street	1988	18	16.40	cinematographer:8 editor:3 composer:6 screenwriter:1
Q3110675	Good Men, Good Women	1995	17	16.40	director:5 cinematographer:1 editor:6 screenwriter:5 cast:2
Q221354	Brink of Life	1958	16	16.40	director:15 screenwriter:1 cast:2
Q1676240	The Spirit of St. Louis	1957	17	16.35	director:2 cinematographer:9 editor:1 composer:3 screenwriter:2 cast:1
Q4305151	For Ever Mozart	1996	17	16.35	director:8 editor:1 screenwriter:8 cast:1
Q743367	New York, New York	1977	16	16.35	director:11 cinematographer:1 editor:2 screenwriter:2 cast:3
Q2250653	L'Amore	1948	18	16.30	director:1 cinematographer:1 editor:6 composer:1 screenwriter:9
Q1315185	Steamboy	2004	18	16.30	director:1 editor:14 screenwriter:3
Q3230902	The Most Gentle Confessions	1971	17	16.30	cinematographer:11 composer:6 cast:2
Q471445	The Phantom of Liberty	1974	13	16.30	director:5 cinematographer:1 editor:1 screenwriter:6 cast:16
Q543825	Fear of Fear	1975	16	16.25	director:5 cinematographer:1 composer:5 screenwriter:5 cast:7
Q213053	Superman	1978	19	16.25	director:1 cinematographer:1 editor:1 composer:13 screenwriter:3 cast:1
Q3032174	In Praise of Love	2001	17	16.25	director:8 composer:1 screenwriter:8 cast:1
Q19405	The Ninth Gate	1999	16	16.25	director:6 cinematographer:2 composer:2 screenwriter:6 cast:5
Q388950	The Assassination of Jesse James by the Coward Robert Ford	2007	16	16.25	director:1 cinematographer:10 editor:4 screenwriter:1 cast:3
Q134297581	Anzukko	1958	14	16.25	director:6 composer:7 screenwriter:1 cast:15
Q3764967	The Voyeur	1970	19	16.20	composer:9 screenwriter:10
Q2366200	Ransom	1974	17	16.20	cinematographer:13 composer:4
Q3940473	Roma città libera	1946	19	16.20	cinematographer:1 composer:10 screenwriter:8
Q2986193	How Is It Going?	1975	17	16.20	director:8 cinematographer:1 screenwriter:8
Q25646568	Suburbicon	2017	17	16.20	cinematographer:5 composer:1 screenwriter:11 cast:2
Q2759885	Joy of Learning	1969	16	16.20	director:8 screenwriter:8 cast:4
Q603313	Short Working Day	1981	16	16.20	director:7 cinematographer:1 editor:1 screenwriter:7 cast:4
Q1026372	Taza, Son of Cochise	1954	17	16.15	director:4 cinematographer:6 editor:3 composer:4 cast:1
Q1263880	The Missouri Breaks	1976	19	16.15	director:1 editor:2 composer:13 screenwriter:3 cast:1
Q12126557	Night Moves	2013	17	16.15	director:5 cinematographer:3 editor:3 composer:2 screenwriter:4 cast:1
Q2972869	Utamaro and His Five Women	1946	16	16.15	director:7 cinematographer:3 screenwriter:6 cast:3
